DateTime,pv_E01,pv_E02,pv_E03,pv_E04,pv_E05,pv_E06,pv_E07,pv_IH,pv_IH_CW,pv_IH_KW,pv_LH1,pv_LH2,pv_LH3,pv_LH4,pv_LH5,pv_LH6,pv_LH7,pv_LH8,pv_M01,pv_M02,pv_M03,pv_M04,pv_M05,pv_M06,pv_M07,pv_M08,pv_M09,pv_M10,pv_M11,pv_M12,pv_M13,pv_M14,pv_M15,pv_M16,pv_M17,pv_M18,pv_M19,pv_P01,pv_P02,pv_P03,pv_POS,pv_ROT,pv_S01,pv_S02,pv_S03,pv_S04,pv_S05,pv_SH_CW,pv_TB1,pv_TB2,pv_TB3,pv_TB4,pv_TB5,pv_TB6,sv_E01,sv_E02,sv_E03,sv_E04,sv_E05,sv_E06,sv_E07,sv_IH,sv_M01,sv_M02,sv_M03,sv_M04,sv_M05,sv_M06,sv_M07,sv_M08,sv_M09,sv_M10,sv_M11,sv_M12,sv_M13,sv_M14,sv_M15,sv_M16,sv_M17,sv_M18,sv_M19,sv_P01,sv_POS,sv_ROT
2024-02-29 16:29:34,1343.877836,859.2557533,617.1476756,1177.089781,653.0534803,1180.340005,576.3943515,29.57410514,8.387243961,0,453.9932314,453.9932314,453.9932314,453.9932314,453.9932314,453.9932314,453.9932314,453.9932314,21.84119749,6.119748109,2.894292088,0.210617586,0,0.364823906,2.120176172,0.067243701,0.03323735,0.210617586,0,0,0.788028174,0.067243701,2.34589976,0,0.788028174,0,0,1290.425008,3.521391274,866.5287018,0,0,16.77055338,16.77055338,17.69800415,15.78487656,1316.437609,20.12433472,0,0,0,0,0,0,1738.489423,1738.489423,1738.489423,1738.489423,1738.489423,1738.489423,1738.489423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.222884,0,0
2024-02-29 16:29:35,1341.730919,863.6707049,612.3105865,1175.504608,658.0994671,1180.837741,581.3517815,29.37148154,8.494028932,0,458.5273067,458.5273067,458.5273067,458.5273067,458.5273067,458.5273067,458.5273067,458.5273067,21.68498212,6.161780256,2.882174016,0.211384816,0,0.365974603,2.117724363,0.067522612,0.033379498,0.211384816,0,0,0.789599331,0.067522612,2.326268001,0,0.789599331,0,0,1287.698487,3.495049723,871.7875536,0,0,16.84572636,16.84572636,17.76820109,15.86434923,1316.707795,19.9705145,0,0,0,0,0,0,1738.266163,1738.266163,1738.266163,1738.266163,1738.266163,1738.266163,1738.266163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.8849762,0,0
2024-02-29 16:29:36,1339.533712,868.0541456,607.4958063,1173.874081,663.1334261,1181.283854,586.3039351,29.1693038,8.602018615,0,463.0659859,463.0659859,463.0659859,463.0659859,463.0659859,463.0659859,463.0659859,463.0659859,21.52922077,6.20365425,2.869998712,0.212143151,0,0.367109479,2.115189217,0.067798786,0.033520308,0.212143151,0,0,0.791135227,0.067798786,2.306756921,0,0.791135227,0,0,1284.927008,3.469446482,877.0191261,0,0,16.92023663,16.92023663,17.83766694,15.94323527,1316.920935,19.8173261,0,0,0,0,0,0,1737.968862,1737.968862,1737.968862,1737.968862,1737.968862,1737.968862,1737.968862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.5988084,0,0
2024-02-29 16:29:37,1337.286631,872.4056944,602.7037952,1172.198539,668.1548374,1181.678473,591.2502784,28.96759295,8.711196873,0,467.6087476,467.6087476,467.6087476,467.6087476,467.6087476,467.6087476,467.6087476,467.6087476,21.37392922,6.245365964,2.857767726,0.212892535,0,0.36822846,2.112571302,0.068072199,0.033659768,0.212892535,0,0,0.79263581,0.068072199,2.287368283,0,0.79263581,0,0,1282.111034,3.444581887,882.2229295,0,0,16.99407816,16.99407816,17.90639646,16.0215279,1317.0772,19.66478444,0,0,0,0,0,0,1737.597806,1737.597806,1737.597806,1737.597806,1737.597806,1737.597806,1737.597806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.3645704,0,0
2024-02-29 16:29:38,1334.990097,876.7249755,597.9350094,1170.478321,673.1631845,1182.021728,596.1902803,28.76636985,8.821547477,0,472.1550716,472.1550716,472.1550716,472.1550716,472.1550716,472.1550716,472.1550716,472.1550716,21.21912318,6.286911305,2.845482613,0.213632915,0,0.369331476,2.109871193,0.068342832,0.033797867,0.213632915,0,0,0.794101034,0.068342832,2.268103828,0,0.794101034,0,0,1279.251031,3.420456183,887.3984789,0,0,17.06724498,17.06724498,17.9743845,16.09922041,1317.176766,19.51290429,0,0,0,0,0,0,1737.153288,1737.153288,1737.153288,1737.153288,1737.153288,1737.153288,1737.153288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.182445,0,0
2024-02-29 16:29:39,1332.644535,881.0116184,593.1899005,1168.713772,678.1579542,1182.313758,601.1234122,28.56565525,8.933054111,0,476.7044392,476.7044392,476.7044392,476.7044392,476.7044392,476.7044392,476.7044392,476.7044392,21.06481823,6.328286216,2.833144925,0.21436424,0,0.37041846,2.107089472,0.068610663,0.033934595,0.21436424,0,0,0.795530857,0.068610663,2.248965277,0,0.795530857,0,0,1276.347468,3.397069523,892.5452945,0,0,17.13973129,17.13973129,18.04162603,16.17630621,1317.219817,19.36170032,0,0,0,0,0,0,1736.635611,1736.635611,1736.635611,1736.635611,1736.635611,1736.635611,1736.635611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.0526078,0,0
2024-02-29 16:29:40,1330.250376,885.265258,588.4689155,1166.905241,683.1386368,1182.554706,606.0491481,28.36546977,9.045700373,0,481.2563333,481.2563333,481.2563333,481.2563333,481.2563333,481.2563333,481.2563333,481.2563333,20.91102983,6.369486674,2.82075622,0.21508646,0,0.371489345,2.10422673,0.068875673,0.034069941,0.21508646,0,0,0.796925241,0.068875673,2.229954328,0,0.796925241,0,0,1273.400819,3.374421967,897.6629021,0,0,17.21153133,17.21153133,18.10811614,16.25277881,1317.206544,19.21118703,0,0,0,0,0,0,1736.045082,1736.045082,1736.045082,1736.045082,1736.045082,1736.045082,1736.045082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.9752275,0,0
2024-02-29 16:29:41,1327.808054,889.4855345,583.772497,1165.053083,688.1047263,1182.744722,610.9669649,28.16583386,9.159469779,0,485.8102379,485.8102379,485.8102379,485.8102379,485.8102379,485.8102379,485.8102379,485.8102379,20.75777333,6.410508693,2.808318053,0.215799526,0,0.372544068,2.101283565,0.069137841,0.034203894,0.215799526,0,0,0.798284153,0.069137841,2.211072658,0,0.798284153,0,0,1270.41156,3.352513485,902.7508325,0,0,17.28263948,17.28263948,18.17385001,16.3286318,1317.137141,19.06137881,0,0,0,0,0,0,1735.38202,1735.38202,1735.38202,1735.38202,1735.38202,1735.38202,1735.38202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.9504657,0,0
2024-02-29 16:29:42,1325.318008,893.6720933,579.101083,1163.157653,693.0557199,1182.883962,615.8763423,27.96676787,9.274345764,0,490.3656389,490.3656389,490.3656389,490.3656389,490.3656389,490.3656389,490.3656389,490.3656389,20.60506395,6.451348322,2.795831981,0.216503389,0,0.373582567,2.098260585,0.069397149,0.034336445,0.216503389,0,0,0.799607566,0.069397149,2.192321922,0,0.799607566,0,0,1267.380173,3.331343957,907.8086216,0,0,17.35305022,17.35305022,18.23882294,16.40385888,1317.011812,18.9122899,0,0,0,0,0,0,1734.64675,1734.64675,1734.64675,1734.64675,1734.64675,1734.64675,1734.64675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.978477,0,0
2024-02-29 16:29:43,1322.780682,897.8245855,574.4551067,1161.219315,697.9911189,1182.972587,620.7767628,27.76829198,9.390311685,0,494.9220237,494.9220237,494.9220237,494.9220237,494.9220237,494.9220237,494.9220237,494.9220237,20.45291681,6.492001646,2.783299562,0.217198004,0,0.374604782,2.095158404,0.069653577,0.034467584,0.217198004,0,0,0.800895454,0.069653577,2.173703753,0,0.800895454,0,0,1264.307142,3.310913169,912.8358112,0,0,17.42275814,17.42275814,18.30303034,16.47845385,1316.830764,18.7639344,0,0,0,0,0,0,1733.839605,1733.839605,1733.839605,1733.839605,1733.839605,1733.839605,1733.839605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.0594088,0,0
